date,transport_type,ridership,year
2022-05-03,ferry,43316.0,2022
2022-05-04,ferry,36260.0,2022
2022-05-05,ferry,44780.0,2022
2022-05-06,ferry,34488.0,2022
2022-05-07,ferry,20182.0,2022
2022-05-08,ferry,24949.0,2022
2022-05-09,ferry,43980.0,2022
2022-05-10,ferry,41835.0,2022
2022-05-11,ferry,40547.0,2022
2022-05-12,ferry,42071.0,2022
2022-05-13,ferry,39338.0,2022
2022-05-14,ferry,29470.0,2022
2022-05-15,ferry,31164.0,2022
2022-05-16,ferry,36489.0,2022
2022-05-17,ferry,43798.0,2022
2022-05-18,ferry,41062.0,2022
2022-05-19,ferry,38247.0,2022
2022-05-20,ferry,41525.0,2022
2022-05-21,ferry,41086.0,2022
2022-05-22,ferry,34013.0,2022
2022-05-23,ferry,42559.0,2022
2022-05-24,ferry,40716.0,2022
2022-05-25,ferry,42369.0,2022
2022-05-26,ferry,42333.0,2022
2022-05-27,ferry,40275.0,2022
2022-05-28,ferry,33701.0,2022
2022-05-29,ferry,45503.0,2022
2022-05-30,ferry,39334.0,2022
2022-05-31,ferry,41361.0,2022
2022-06-01,ferry,39156.0,2022
2022-06-02,ferry,39497.0,2022
2022-06-03,ferry,42792.0,2022
2022-06-04,ferry,38296.0,2022
2022-06-05,ferry,32706.0,2022
2022-06-06,ferry,44098.0,2022
2022-06-07,ferry,42623.0,2022
2022-06-08,ferry,42992.0,2022
2022-06-09,ferry,40952.0,2022
2022-06-10,ferry,44702.0,2022
2022-06-11,ferry,36139.0,2022
2022-06-12,ferry,25577.0,2022
2022-06-13,ferry,44842.0,2022
2022-06-14,ferry,43703.0,2022
2022-06-15,ferry,43342.0,2022
2022-06-16,ferry,39729.0,2022
2022-06-17,ferry,44571.0,2022
2022-06-18,ferry,35705.0,2022
2022-06-19,ferry,35157.0,2022
2022-06-20,ferry,39519.0,2022
2022-06-21,ferry,41809.0,2022
2022-06-22,ferry,37437.0,2022
2022-06-23,ferry,41452.0,2022
2022-06-24,ferry,45264.0,2022
2022-06-25,ferry,41221.0,2022
2022-06-26,ferry,37323.0,2022
2022-06-27,ferry,38213.0,2022
2022-06-28,ferry,47574.0,2022
2022-06-29,ferry,45625.0,2022
2022-06-30,ferry,45419.0,2022
2022-07-01,ferry,45416.0,2022
2022-07-02,ferry,38872.0,2022
2022-07-03,ferry,43290.0,2022
2022-07-04,ferry,38209.0,2022
2022-07-05,ferry,43611.0,2022
2022-07-06,ferry,46470.0,2022
2022-07-07,ferry,45636.0,2022
2022-07-08,ferry,43414.0,2022
2022-07-09,ferry,41420.0,2022
2022-07-10,ferry,37209.0,2022
2022-07-11,ferry,45777.0,2022
2022-07-12,ferry,45062.0,2022
2022-07-13,ferry,45679.0,2022
2022-07-14,ferry,46174.0,2022
2022-07-15,ferry,46866.0,2022
2022-07-16,ferry,39690.0,2022
2022-07-17,ferry,36373.0,2022
2022-07-18,ferry,39364.0,2022
2022-07-19,ferry,48158.0,2022
2022-07-20,ferry,46042.0,2022
2022-07-21,ferry,43230.0,2022
2022-07-22,ferry,45533.0,2022
2022-07-23,ferry,40316.0,2022
2022-07-24,ferry,34826.0,2022
2022-07-25,ferry,41238.0,2022
2022-07-26,ferry,49055.0,2022
2022-07-27,ferry,47546.0,2022
2022-07-28,ferry,45012.0,2022
2022-07-29,ferry,45703.0,2022
2022-07-30,ferry,44311.0,2022
2022-07-31,ferry,36992.0,2022
2022-08-01,ferry,40336.0,2022
2022-08-02,ferry,48675.0,2022
2022-08-03,ferry,40080.0,2022
2022-08-04,ferry,36318.0,2022
2022-08-05,ferry,43794.0,2022
2022-08-06,ferry,40130.0,2022
2022-08-07,ferry,33746.0,2022
2022-08-08,ferry,45371.0,2022
2022-08-09,ferry,43631.0,2022
2022-08-10,ferry,45044.0,2022
2022-08-11,ferry,44480.0,2022
2022-08-12,ferry,47261.0,2022
2022-08-13,ferry,44262.0,2022
2022-08-14,ferry,37686.0,2022
2022-08-15,ferry,45023.0,2022
2022-08-16,ferry,46040.0,2022
2022-08-17,ferry,43659.0,2022
2022-08-18,ferry,45779.0,2022
2022-08-19,ferry,46009.0,2022
2022-08-20,ferry,41914.0,2022
2022-08-21,ferry,36035.0,2022
2022-08-22,ferry,37194.0,2022
2022-08-23,ferry,44727.0,2022
2022-08-24,ferry,45740.0,2022
2022-08-25,ferry,46267.0,2022
2022-08-26,ferry,42750.0,2022
2022-08-27,ferry,40009.0,2022
2022-08-28,ferry,33833.0,2022
2022-08-29,ferry,43415.0,2022
2022-08-30,ferry,42345.0,2022
2022-08-31,ferry,42056.0,2022
2022-09-01,ferry,43661.0,2022
2022-09-02,ferry,44707.0,2022
2022-09-03,ferry,44887.0,2022
2022-09-04,ferry,42796.0,2022
2022-09-05,ferry,33753.0,2022
2022-09-06,ferry,32850.0,2022
2022-09-07,ferry,40612.0,2022
2022-09-08,ferry,45876.0,2022
2022-09-09,ferry,45405.0,2022
2022-09-10,ferry,39531.0,2022
2022-09-11,ferry,26184.0,2022
2022-09-12,ferry,43771.0,2022
2022-09-13,ferry,42598.0,2022
2022-09-14,ferry,45357.0,2022
2022-09-15,ferry,44569.0,2022
2022-09-16,ferry,45660.0,2022
2022-09-17,ferry,39767.0,2022
2022-09-18,ferry,32873.0,2022
2022-09-19,ferry,42975.0,2022
2022-09-20,ferry,45246.0,2022
2022-09-21,ferry,45607.0,2022
2022-09-22,ferry,40085.0,2022
2022-09-23,ferry,46745.0,2022
2022-09-24,ferry,40326.0,2022
2022-09-25,ferry,31547.0,2022
2022-09-26,ferry,43906.0,2022
2022-09-27,ferry,42121.0,2022
2022-09-28,ferry,43394.0,2022
2022-09-29,ferry,44063.0,2022
2022-09-30,ferry,43371.0,2022
2022-10-01,ferry,23574.0,2022
2022-10-02,ferry,20125.0,2022
2022-10-03,ferry,39607.0,2022
2022-10-04,ferry,35046.0,2022
2022-10-05,ferry,36738.0,2022
2022-10-06,ferry,51065.0,2022
2022-10-07,ferry,48757.0,2022
2022-10-08,ferry,40935.0,2022
2022-10-09,ferry,47196.0,2022
2022-10-10,ferry,42205.0,2022
2022-10-11,ferry,47570.0,2022
2022-10-12,ferry,49404.0,2022
2022-10-13,ferry,39900.0,2022
2022-10-14,ferry,47050.0,2022
2022-10-15,ferry,39174.0,2022
2022-10-16,ferry,31482.0,2022
2022-10-17,ferry,40879.0,2022
2022-10-18,ferry,45056.0,2022
2022-10-19,ferry,43448.0,2022
2022-10-20,ferry,43676.0,2022
2022-10-21,ferry,45586.0,2022
2022-10-22,ferry,40478.0,2022
2022-10-23,ferry,26547.0,2022
2022-10-24,ferry,40947.0,2022
2022-10-25,ferry,43200.0,2022
2022-10-26,ferry,44333.0,2022
2022-10-27,ferry,49619.0,2022
2022-10-28,ferry,45604.0,2022
2022-10-29,ferry,36765.0,2022
2022-10-30,ferry,32370.0,2022
2022-10-31,ferry,42746.0,2022
2022-11-01,ferry,42549.0,2022
2022-11-02,ferry,45281.0,2022
2022-11-03,ferry,43687.0,2022
2022-11-04,ferry,44063.0,2022
2022-11-05,ferry,38634.0,2022
2022-11-06,ferry,58946.0,2022
2022-11-07,ferry,44002.0,2022
2022-11-08,ferry,38307.0,2022
2022-11-09,ferry,40111.0,2022
2022-11-10,ferry,42893.0,2022
2022-11-11,ferry,31698.0,2022
2022-11-12,ferry,38789.0,2022
2022-11-13,ferry,23918.0,2022
2022-11-14,ferry,39116.0,2022
2022-11-15,ferry,37323.0,2022
2022-11-16,ferry,36532.0,2022
2022-11-17,ferry,39095.0,2022
2022-11-18,ferry,39019.0,2022
2022-11-19,ferry,29791.0,2022
2022-11-20,ferry,21685.0,2022
2022-11-21,ferry,39572.0,2022
2022-11-22,ferry,42268.0,2022
2022-11-23,ferry,44172.0,2022
2022-11-24,ferry,35908.0,2022
2022-11-25,ferry,32989.0,2022
2022-11-26,ferry,40409.0,2022
2022-11-27,ferry,19418.0,2022
2022-11-28,ferry,39472.0,2022
2022-11-29,ferry,38576.0,2022
2022-11-30,ferry,34375.0,2022
2022-12-01,ferry,41830.0,2022
2022-12-02,ferry,43929.0,2022
2022-12-03,ferry,27841.0,2022
2022-12-04,ferry,32701.0,2022
2022-12-05,ferry,45606.0,2022
2022-12-06,ferry,38896.0,2022
2022-12-07,ferry,37898.0,2022
2022-12-08,ferry,44450.0,2022
2022-12-09,ferry,44218.0,2022
2022-12-10,ferry,38159.0,2022
2022-12-11,ferry,22111.0,2022
2022-12-12,ferry,39411.0,2022
2022-12-13,ferry,39678.0,2022
2022-12-14,ferry,38220.0,2022
2022-12-15,ferry,35187.0,2022
2022-12-16,ferry,31954.0,2022
2022-12-17,ferry,37268.0,2022
2022-12-18,ferry,27416.0,2022
2022-12-19,ferry,42596.0,2022
2022-12-20,ferry,43197.0,2022
2022-12-21,ferry,43164.0,2022
2022-12-22,ferry,35184.0,2022
2022-12-23,ferry,27428.0,2022
2022-12-24,ferry,17448.0,2022
2022-12-25,ferry,24203.0,2022
2022-12-26,ferry,35276.0,2022
2022-12-27,ferry,46620.0,2022
2022-12-28,ferry,53870.0,2022
2022-12-29,ferry,56485.0,2022
2022-12-30,ferry,58716.0,2022
2022-12-31,ferry,22338.0,2022
2023-01-01,ferry,44398.0,2023
2023-01-02,ferry,40455.0,2023
2023-01-03,ferry,35702.0,2023
2023-01-04,ferry,41620.0,2023
2023-01-05,ferry,39278.0,2023
2023-01-06,ferry,36891.0,2023
2023-01-07,ferry,29875.0,2023
2023-01-08,ferry,24138.0,2023
2023-01-09,ferry,33773.0,2023
2023-01-10,ferry,35065.0,2023
2023-01-11,ferry,35429.0,2023
2023-01-12,ferry,33573.0,2023
2023-01-13,ferry,34718.0,2023
2023-01-14,ferry,25728.0,2023
2023-01-15,ferry,23636.0,2023
2023-01-16,ferry,26999.0,2023
2023-01-17,ferry,34619.0,2023
2023-01-18,ferry,36351.0,2023
2023-01-19,ferry,31179.0,2023
2023-01-20,ferry,36435.0,2023
2023-01-21,ferry,27706.0,2023
2023-01-22,ferry,20915.0,2023
2023-01-23,ferry,30263.0,2023
2023-01-24,ferry,36506.0,2023
2023-01-25,ferry,32304.0,2023
2023-01-26,ferry,35352.0,2023
2023-01-27,ferry,36595.0,2023
2023-01-28,ferry,29708.0,2023
2023-01-29,ferry,23089.0,2023
2023-01-30,ferry,36675.0,2023
2023-01-31,ferry,42483.0,2023
2023-02-01,ferry,36020.0,2023
2023-02-02,ferry,36229.0,2023
2023-02-03,ferry,31081.0,2023
2023-02-04,ferry,28320.0,2023
2023-02-05,ferry,29591.0,2023
2023-02-06,ferry,37245.0,2023
2023-02-07,ferry,37402.0,2023
2023-02-08,ferry,38589.0,2023
2023-02-09,ferry,36718.0,2023
2023-02-10,ferry,39886.0,2023
2023-02-11,ferry,31953.0,2023
2023-02-12,ferry,24117.0,2023
2023-02-13,ferry,37655.0,2023
2023-02-14,ferry,41231.0,2023
2023-02-15,ferry,40459.0,2023
2023-02-16,ferry,37194.0,2023
2023-02-17,ferry,34667.0,2023
2023-02-18,ferry,35033.0,2023
2023-02-19,ferry,32313.0,2023
2023-02-20,ferry,37388.0,2023
2023-02-21,ferry,38507.0,2023
2023-02-22,ferry,37756.0,2023
2023-02-23,ferry,40663.0,2023
2023-02-24,ferry,40327.0,2023
2023-02-25,ferry,25419.0,2023
2023-02-26,ferry,26458.0,2023
2023-02-27,ferry,37845.0,2023
2023-02-28,ferry,31929.0,2023
2023-03-01,ferry,40847.0,2023
2023-03-02,ferry,38450.0,2023
2023-03-03,ferry,38049.0,2023
2023-03-04,ferry,27669.0,2023
2023-03-05,ferry,29783.0,2023
2023-03-06,ferry,39867.0,2023
2023-03-07,ferry,38274.0,2023
2023-03-08,ferry,38708.0,2023
2023-03-09,ferry,40325.0,2023
2023-03-10,ferry,38362.0,2023
2023-03-11,ferry,27612.0,2023
2023-03-12,ferry,30911.0,2023
2023-03-13,ferry,35773.0,2023
2023-03-14,ferry,35017.0,2023
2023-03-15,ferry,44318.0,2023
2023-03-16,ferry,49395.0,2023
2023-03-17,ferry,44615.0,2023
2023-03-18,ferry,40632.0,2023
2023-03-19,ferry,33305.0,2023
2023-03-20,ferry,41571.0,2023
2023-03-21,ferry,43317.0,2023
2023-03-22,ferry,41195.0,2023
2023-03-23,ferry,39136.0,2023
2023-03-24,ferry,43168.0,2023
2023-03-25,ferry,22781.0,2023
2023-03-26,ferry,39089.0,2023
2023-03-27,ferry,40218.0,2023
2023-03-28,ferry,40642.0,2023
2023-03-29,ferry,43844.0,2023
2023-03-30,ferry,41821.0,2023
2023-03-31,ferry,42512.0,2023
2023-04-01,ferry,29722.0,2023
2023-04-02,ferry,34014.0,2023
2023-04-03,ferry,48448.0,2023
2023-04-04,ferry,52039.0,2023
2023-04-05,ferry,41866.0,2023
2023-04-06,ferry,50068.0,2023
2023-04-07,ferry,51391.0,2023
2023-04-08,ferry,48770.0,2023
2023-04-09,ferry,40762.0,2023
2023-04-10,ferry,52753.0,2023
2023-04-11,ferry,50045.0,2023
2023-04-12,ferry,52565.0,2023
2023-04-13,ferry,52647.0,2023
2023-04-14,ferry,51886.0,2023
2023-04-15,ferry,33857.0,2023
2023-04-16,ferry,31634.0,2023
2023-04-17,ferry,39050.0,2023
2023-04-18,ferry,39867.0,2023
2023-04-19,ferry,45807.0,2023
2023-04-20,ferry,47263.0,2023
2023-04-21,ferry,49752.0,2023
2023-04-22,ferry,39784.0,2023
2023-04-23,ferry,31711.0,2023
2023-04-24,ferry,47313.0,2023
2023-04-25,ferry,47264.0,2023
2023-04-26,ferry,45490.0,2023
2023-04-27,ferry,45569.0,2023
2023-04-28,ferry,47301.0,2023
2023-04-29,ferry,24169.0,2023
2023-04-30,ferry,20937.0,2023
2023-05-01,ferry,51644.0,2023
2023-05-02,ferry,43067.0,2023
2023-05-03,ferry,45053.0,2023
2023-05-04,ferry,43657.0,2023
2023-05-05,ferry,46685.0,2023
2023-05-06,ferry,46037.0,2023
2023-05-07,ferry,63986.0,2023
2023-05-08,ferry,56176.0,2023
2023-05-09,ferry,42818.0,2023
2023-05-10,ferry,45032.0,2023
2023-05-11,ferry,46710.0,2023
2023-05-12,ferry,47979.0,2023
2023-05-13,ferry,39301.0,2023
2023-05-14,ferry,35911.0,2023
2023-05-15,ferry,45144.0,2023
2023-05-16,ferry,47261.0,2023
2023-05-17,ferry,44289.0,2023
2023-05-18,ferry,46380.0,2023
2023-05-19,ferry,50494.0,2023
2023-05-20,ferry,26718.0,2023
2023-05-21,ferry,43702.0,2023
2023-05-22,ferry,47896.0,2023
2023-05-23,ferry,44955.0,2023
2023-05-24,ferry,46177.0,2023
2023-05-25,ferry,42881.0,2023
2023-05-26,ferry,44237.0,2023
2023-05-27,ferry,51050.0,2023
2023-05-28,ferry,50871.0,2023
2023-05-29,ferry,45906.0,2023
2023-05-30,ferry,46124.0,2023
2023-05-31,ferry,46465.0,2023
2023-06-01,ferry,46483.0,2023
2023-06-02,ferry,47831.0,2023
2023-06-03,ferry,36402.0,2023
2023-06-04,ferry,35991.0,2023
2023-06-05,ferry,48407.0,2023
2023-06-06,ferry,44863.0,2023
2023-06-07,ferry,40765.0,2023
2023-06-08,ferry,38229.0,2023
2023-06-09,ferry,44626.0,2023
2023-06-10,ferry,43300.0,2023
2023-06-11,ferry,38452.0,2023
2023-06-12,ferry,41836.0,2023
2023-06-13,ferry,48026.0,2023
2023-06-14,ferry,42685.0,2023
2023-06-15,ferry,49750.0,2023
2023-06-16,ferry,42303.0,2023
2023-06-17,ferry,43986.0,2023
2023-06-18,ferry,41850.0,2023
2023-06-19,ferry,44791.0,2023
2023-06-20,ferry,47369.0,2023
2023-06-21,ferry,47410.0,2023
2023-06-22,ferry,41852.0,2023
2023-06-23,ferry,43514.0,2023
2023-06-24,ferry,40334.0,2023
2023-06-25,ferry,41248.0,2023
2023-06-26,ferry,45397.0,2023
2023-06-27,ferry,46253.0,2023
2023-06-28,ferry,48310.0,2023
2023-06-29,ferry,50997.0,2023
2023-06-30,ferry,49207.0,2023
2023-07-01,ferry,51055.0,2023
2023-07-02,ferry,43040.0,2023
2023-07-03,ferry,57095.0,2023
2023-07-04,ferry,34957.0,2023
2023-07-05,ferry,52772.0,2023
2023-07-06,ferry,54959.0,2023
2023-07-07,ferry,53583.0,2023
2023-07-08,ferry,47891.0,2023
2023-07-09,ferry,36373.0,2023
2023-07-10,ferry,50233.0,2023
2023-07-11,ferry,54008.0,2023
2023-07-12,ferry,52298.0,2023
2023-07-13,ferry,52699.0,2023
2023-07-14,ferry,49344.0,2023
2023-07-15,ferry,48255.0,2023
2023-07-16,ferry,27071.0,2023
2023-07-17,ferry,56594.0,2023
2023-07-18,ferry,47308.0,2023
2023-07-19,ferry,49991.0,2023
2023-07-20,ferry,56131.0,2023
2023-07-21,ferry,50521.0,2023
2023-07-22,ferry,54817.0,2023
2023-07-23,ferry,48579.0,2023
2023-07-24,ferry,54234.0,2023
2023-07-25,ferry,49261.0,2023
2023-07-26,ferry,54973.0,2023
2023-07-27,ferry,51431.0,2023
2023-07-28,ferry,52630.0,2023
2023-07-29,ferry,46874.0,2023
2023-07-30,ferry,47367.0,2023
2023-07-31,ferry,52778.0,2023
2023-08-01,ferry,52427.0,2023
2023-08-02,ferry,53817.0,2023
2023-08-03,ferry,54105.0,2023
2023-08-04,ferry,48182.0,2023
2023-08-05,ferry,56924.0,2023
2023-08-06,ferry,50398.0,2023
2023-08-07,ferry,45937.0,2023
2023-08-08,ferry,52557.0,2023
2023-08-09,ferry,55589.0,2023
2023-08-10,ferry,42895.0,2023
2023-08-11,ferry,58513.0,2023
2023-08-12,ferry,49991.0,2023
2023-08-13,ferry,46677.0,2023
2023-08-14,ferry,53220.0,2023
2023-08-15,ferry,48470.0,2023
2023-08-16,ferry,52280.0,2023
2023-08-17,ferry,52261.0,2023
2023-08-18,ferry,52280.0,2023
2023-08-19,ferry,52261.0,2023
2023-08-20,ferry,51429.0,2023
2023-08-21,ferry,51479.0,2023
2023-08-22,ferry,51601.0,2023
2023-08-23,ferry,52581.0,2023
2023-08-24,ferry,44553.0,2023
2023-08-25,ferry,42216.0,2023
2023-08-26,ferry,50346.0,2023
2023-08-27,ferry,43871.0,2023
2023-08-28,ferry,48785.0,2023
2023-08-29,ferry,45821.0,2023
2023-08-30,ferry,46464.0,2023
2023-08-31,ferry,48724.0,2023
2023-09-01,ferry,50685.0,2023
2023-09-02,ferry,52115.0,2023
2023-09-03,ferry,49572.0,2023
2023-09-04,ferry,41957.0,2023
2023-09-05,ferry,46575.0,2023
2023-09-06,ferry,46725.0,2023
2023-09-07,ferry,46958.0,2023
2023-09-08,ferry,44767.0,2023
2023-09-09,ferry,39322.0,2023
2023-09-10,ferry,29212.0,2023
2023-09-11,ferry,48101.0,2023
2023-09-12,ferry,51560.0,2023
2023-09-13,ferry,44650.0,2023
2023-09-14,ferry,50618.0,2023
2023-09-15,ferry,49542.0,2023
2023-09-16,ferry,47013.0,2023
2023-09-17,ferry,40905.0,2023
2023-09-18,ferry,37873.0,2023
2023-09-19,ferry,53184.0,2023
2023-09-20,ferry,51827.0,2023
2023-09-21,ferry,52322.0,2023
2023-09-22,ferry,52812.0,2023
2023-09-23,ferry,24818.0,2023
2023-09-24,ferry,25563.0,2023
2023-09-25,ferry,34017.0,2023
2023-09-26,ferry,40938.0,2023
2023-09-27,ferry,52283.0,2023
2023-09-28,ferry,46725.0,2023
2023-09-29,ferry,27312.0,2023
2023-09-30,ferry,34232.0,2023
2023-10-01,ferry,43479.0,2023
2023-10-02,ferry,55349.0,2023
2023-10-03,ferry,55324.0,2023
2023-10-04,ferry,54169.0,2023
2023-10-05,ferry,54428.0,2023
2023-10-06,ferry,45922.0,2023
2023-10-07,ferry,30730.0,2023
2023-10-08,ferry,60843.0,2023
2023-10-09,ferry,47356.0,2023
2023-10-10,ferry,48920.0,2023
2023-10-11,ferry,50972.0,2023
2023-10-12,ferry,51217.0,2023
2023-10-13,ferry,49655.0,2023
2023-10-14,ferry,25676.0,2023
2023-10-15,ferry,36732.0,2023
2023-10-16,ferry,49680.0,2023
2023-10-17,ferry,44766.0,2023
2023-10-18,ferry,48435.0,2023
2023-10-19,ferry,51849.0,2023
2023-10-20,ferry,39091.0,2023
2023-10-21,ferry,52646.0,2023
2023-10-22,ferry,38172.0,2023
2023-10-23,ferry,52646.0,2023
2023-10-24,ferry,50820.0,2023
2023-10-25,ferry,49178.0,2023
2023-10-26,ferry,52799.0,2023
2023-10-27,ferry,52511.0,2023
2023-10-28,ferry,51896.0,2023
2023-10-29,ferry,25208.0,2023
2023-10-30,ferry,45095.0,2023
2023-10-31,ferry,50129.0,2023
2023-11-01,ferry,45840.0,2023
2023-11-02,ferry,48952.0,2023
2023-11-03,ferry,47959.0,2023
2023-11-04,ferry,39567.0,2023
2023-11-05,ferry,61733.0,2023
2023-11-06,ferry,45399.0,2023
2023-11-07,ferry,42911.0,2023
2023-11-08,ferry,43598.0,2023
2023-11-09,ferry,45463.0,2023
2023-11-10,ferry,41250.0,2023
2023-11-11,ferry,40334.0,2023
2023-11-12,ferry,29962.0,2023
2023-11-13,ferry,41286.0,2023
2023-11-14,ferry,41347.0,2023
2023-11-15,ferry,42016.0,2023
2023-11-16,ferry,43707.0,2023
2023-11-17,ferry,44505.0,2023
2023-11-18,ferry,35789.0,2023
2023-11-19,ferry,32477.0,2023
2023-11-20,ferry,46057.0,2023
2023-11-21,ferry,41138.0,2023
2023-11-22,ferry,43097.0,2023
2023-11-23,ferry,37637.0,2023
2023-11-24,ferry,44741.0,2023
2023-11-25,ferry,40185.0,2023
2023-11-26,ferry,26261.0,2023
2023-11-27,ferry,44275.0,2023
2023-11-28,ferry,41542.0,2023
2023-11-29,ferry,42468.0,2023
2023-11-30,ferry,45610.0,2023
2023-12-01,ferry,42760.0,2023
2023-12-02,ferry,49269.0,2023
2023-12-03,ferry,21812.0,2023
2023-12-04,ferry,50217.0,2023
2023-12-05,ferry,46413.0,2023
2023-12-06,ferry,45514.0,2023
2023-12-07,ferry,43246.0,2023
2023-12-08,ferry,49974.0,2023
2023-12-09,ferry,50393.0,2023
2023-12-10,ferry,22684.0,2023
2023-12-11,ferry,40879.0,2023
2023-12-12,ferry,44435.0,2023
2023-12-13,ferry,43281.0,2023
2023-12-14,ferry,42006.0,2023
2023-12-15,ferry,46119.0,2023
2023-12-16,ferry,45334.0,2023
2023-12-17,ferry,21987.0,2023
2023-12-18,ferry,34967.0,2023
2023-12-19,ferry,46867.0,2023
2023-12-20,ferry,46078.0,2023
2023-12-21,ferry,44599.0,2023
2023-12-22,ferry,44267.0,2023
2023-12-23,ferry,40235.0,2023
2023-12-24,ferry,35463.0,2023
2023-12-25,ferry,41982.0,2023
2023-12-26,ferry,55849.0,2023
2023-12-27,ferry,50407.0,2023
2023-12-28,ferry,51456.0,2023
2023-12-29,ferry,60841.0,2023
2023-12-30,ferry,53887.0,2023
2023-12-31,ferry,39133.0,2023
2024-01-01,ferry,42577.0,2024
2024-01-02,ferry,51780.0,2024
2024-01-03,ferry,49197.0,2024
2024-01-04,ferry,38348.0,2024
2024-01-05,ferry,43781.0,2024
2024-01-06,ferry,25217.0,2024
2024-01-07,ferry,18503.0,2024
2024-01-08,ferry,40460.0,2024
2024-01-09,ferry,32135.0,2024
2024-01-10,ferry,36371.0,2024
2024-01-11,ferry,39012.0,2024
2024-01-12,ferry,38499.0,2024
2024-01-13,ferry,28800.0,2024
2024-01-14,ferry,23973.0,2024
2024-01-15,ferry,25144.0,2024
2024-01-16,ferry,27809.0,2024
2024-01-17,ferry,35938.0,2024
2024-01-18,ferry,36024.0,2024
2024-01-19,ferry,28949.0,2024
2024-01-20,ferry,21906.0,2024
2024-01-21,ferry,19590.0,2024
2024-01-22,ferry,35054.0,2024
2024-01-23,ferry,31927.0,2024
2024-01-24,ferry,28981.0,2024
2024-01-25,ferry,36803.0,2024
2024-01-26,ferry,36479.0,2024
2024-01-27,ferry,32433.0,2024
2024-01-28,ferry,17798.0,2024
2024-01-29,ferry,38490.0,2024
2024-01-30,ferry,39097.0,2024
2024-01-31,ferry,38375.0,2024
2024-02-01,ferry,39066.0,2024
2024-02-02,ferry,35852.0,2024
2024-02-03,ferry,33338.0,2024
2024-02-04,ferry,26892.0,2024
2024-02-05,ferry,40070.0,2024
2024-02-06,ferry,40103.0,2024
2024-02-07,ferry,40315.0,2024
2024-02-08,ferry,40582.0,2024
2024-02-09,ferry,41415.0,2024
2024-02-10,ferry,36284.0,2024
2024-02-11,ferry,32879.0,2024
2024-02-12,ferry,42336.0,2024
2024-02-13,ferry,22036.0,2024
2024-02-14,ferry,36596.0,2024
2024-02-15,ferry,41472.0,2024
2024-02-16,ferry,41786.0,2024
2024-02-17,ferry,28085.0,2024
2024-02-18,ferry,29236.0,2024
2024-02-19,ferry,36134.0,2024
2024-02-20,ferry,43483.0,2024
2024-02-21,ferry,44205.0,2024
2024-02-22,ferry,42805.0,2024
2024-02-23,ferry,37789.0,2024
2024-02-24,ferry,35937.0,2024
2024-02-25,ferry,29238.0,2024
2024-02-26,ferry,40769.0,2024
2024-02-27,ferry,41056.0,2024
2024-02-28,ferry,37492.0,2024
2024-02-29,ferry,41949.0,2024
2024-03-01,ferry,43913.0,2024
2024-03-02,ferry,22627.0,2024
2024-03-03,ferry,41816.0,2024
2024-03-04,ferry,45406.0,2024
2024-03-05,ferry,36794.0,2024
2024-03-06,ferry,39943.0,2024
2024-03-07,ferry,42866.0,2024
2024-03-08,ferry,50477.0,2024
2024-03-09,ferry,26751.0,2024
2024-03-10,ferry,28784.0,2024
2024-03-11,ferry,42618.0,2024
2024-03-12,ferry,50188.0,2024
2024-03-13,ferry,47494.0,2024
2024-03-14,ferry,49619.0,2024
2024-03-15,ferry,46260.0,2024
2024-03-16,ferry,42269.0,2024
2024-03-17,ferry,33968.0,2024
2024-03-18,ferry,42262.0,2024
2024-03-19,ferry,41555.0,2024
2024-03-20,ferry,42219.0,2024
2024-03-21,ferry,42384.0,2024
2024-03-22,ferry,45606.0,2024
2024-03-23,ferry,19598.0,2024
2024-03-24,ferry,38753.0,2024
2024-03-25,ferry,54198.0,2024
2024-03-26,ferry,52146.0,2024
2024-03-27,ferry,49077.0,2024
2024-03-28,ferry,40548.0,2024
2024-03-29,ferry,62789.0,2024
2024-03-30,ferry,55989.0,2024
2024-03-31,ferry,44569.0,2024
2024-04-01,ferry,47174.0,2024
2024-04-02,ferry,40030.0,2024
2024-04-03,ferry,35965.0,2024
2024-04-04,ferry,50790.0,2024
2024-04-05,ferry,50987.0,2024
2024-04-06,ferry,41144.0,2024
2024-04-07,ferry,34851.0,2024
2024-04-08,ferry,44367.0,2024
2024-04-09,ferry,50008.0,2024
2024-04-10,ferry,45263.0,2024
2024-04-11,ferry,42417.0,2024
2024-04-12,ferry,41912.0,2024
2024-04-13,ferry,36570.0,2024
2024-04-14,ferry,41161.0,2024
2024-04-15,ferry,52757.0,2024
2024-04-16,ferry,49492.0,2024
2024-04-17,ferry,43569.0,2024
2024-04-18,ferry,40012.0,2024
2024-04-19,ferry,47416.0,2024
2024-04-20,ferry,45227.0,2024
2024-04-21,ferry,33402.0,2024
2024-04-22,ferry,50525.0,2024
2024-04-23,ferry,48842.0,2024
2024-04-24,ferry,47769.0,2024
2024-04-25,ferry,52529.0,2024
2024-04-26,ferry,51642.0,2024
2024-04-27,ferry,42529.0,2024
2024-04-28,ferry,43201.0,2024
2024-04-29,ferry,52620.0,2024
2024-04-30,ferry,45178.0,2024
2024-05-01,ferry,48897.0,2024
2024-05-02,ferry,48653.0,2024
2024-05-03,ferry,50282.0,2024
2024-05-04,ferry,44621.0,2024
2024-05-05,ferry,48903.0,2024
2024-05-06,ferry,49098.0,2024
2024-05-07,ferry,56665.0,2024
